Perturbation	Synergies	Non-synergies
[LEF1i]-[LIMK2i]	0	450
[LEF1i]-[CDC42i]	0	450
[LEF1i]-[ARHGAP24i]	11	439
[LEF1i]-[RAC_fi]	0	316
[LEF1i]-[TIAM1i]	0	450
[LEF1i]-[RHOAi]	0	450
[LEF1i]-[RND3i]	0	450
[LEF1i]-[CASP3i]	14	436
[LEF1i]-[JNK_fi]	1	249
[LEF1i]-[MAP2K7i]	0	450
[LEF1i]-[MAPK8IP3i]	0	450
[LEF1i]-[ROCK1i]	14	436
[LEF1i]-[Prosurvivali]	0	450
[LEF1i]-[Antisurvivali]	0	450
[EGR1i]-[MMP_fi]	0	373
[EGR1i]-[BTRCi]	0	450
[EGR1i]-[CTNNB1i]	0	395
[EGR1i]-[SFRP1_gi]	0	450
[EGR1i]-[SFRP1i]	0	450
[EGR1i]-[CFLARi]	0	382
[EGR1i]-[MSK_fi]	0	450
[EGR1i]-[RTPK_gi]	0	450
[EGR1i]-[FZD_fi]	0	450
[EGR1i]-[DKK_fi]	0	405
[EGR1i]-[LRP_fi]	0	444
[EGR1i]-[PIK3CAi]	0	450
[EGR1i]-[MAP3K8i]	0	396
[EGR1i]-[BAXi]	0	450
[EGR1i]-[CYCSi]	0	450
[EGR1i]-[S6K_fi]	0	450
[EGR1i]-[MDM2_gi]	0	450
[EGR1i]-[mTORC2_ci]	0	450
[EGR1i]-[BADi]	0	450
[EGR1i]-[RHEBi]	0	450
[EGR1i]-[BCL2i]	0	427
[EGR1i]-[AKT1S1i]	0	450
[EGR1i]-[TSC_fi]	0	450
[EGR1i]-[FOXO_fi]	0	450
[EGR1i]-[PTEN_gi]	0	450
[EGR1i]-[CASP8i]	0	450
[EGR1i]-[IRS1i]	0	450
[EGR1i]-[CHUKi]	3	342
[EGR1i]-[GAB_fi]	0	415
[EGR1i]-[PTPN11i]	0	390
[EGR1i]-[GRAP2i]	0	450
[EGR1i]-[MAP3K11i]	0	450
[EGR1i]-[MAP3K4i]	0	450
[EGR1i]-[MAP2K4i]	0	348
[EGR1i]-[DUSP1i]	0	428
[EGR1i]-[MAP3K5i]	0	450
[EGR1i]-[MAP2K3i]	0	450
[EGR1i]-[DUSP6i]	0	352
[EGR1i]-[RAF_fi]	0	300
[EGR1i]-[KRASi]	0	311
[EGR1i]-[RTPK_fi]	0	419
[EGR1i]-[SOS1i]	0	426
[EGR1i]-[GRB2i]	0	415
[EGR1i]-[PLCG1i]	0	450
[EGR1i]-[PTPN6i]	0	450
[EGR1i]-[SYKi]	0	450
[EGR1i]-[CASP9i]	0	450
[EGR1i]-[PDPK1i]	0	448
[EGR1i]-[ILKi]	0	450
[EGR1i]-[PAK1i]	0	450
[EGR1i]-[MEK_fi]	0	258
[EGR1i]-[SOCS1_gi]	0	443
[EGR1i]-[mTORC1_ci]	0	309
[EGR1i]-[PRKCDi]	0	437
[EGR1i]-[PLK1i]	0	428
[EGR1i]-[MAPKAPK2i]	0	448
[EGR1i]-[IRAK1i]	0	435
[EGR1i]-[ISGF3_ci]	0	450
[EGR1i]-[SOCS1i]	0	443
[EGR1i]-[STAT3i]	0	450
[EGR1i]-[STAT1i]	0	443
[EGR1i]-[STAT2i]	0	450
[EGR1i]-[JAK_fi]	0	450
[EGR1i]-[AXIN1i]	0	405
[EGR1i]-[MDM2i]	0	404
[EGR1i]-[CK1_fi]	0	450
[EGR1i]-[ITCHi]	0	250
[EGR1i]-[TP53i]	0	450
[EGR1i]-[NFKB_fi]	0	450
[EGR1i]-[IKBKBi]	0	396
[EGR1i]-[REL_fi]	0	450
[EGR1i]-[PIAS1i]	0	448
[EGR1i]-[AKT_fi]	0	373
[EGR1i]-[MAPK14i]	0	434
[EGR1i]-[CBPp300_ci]	0	410
[EGR1i]-[SKIi]	0	450
[EGR1i]-[PPM1Ai]	0	450
[EGR1i]-[ERK_fi]	0	261
[EGR1i]-[GSK3_fi]	0	450
[EGR1i]-[PPP1CAi]	0	450
[EGR1i]-[TAB_fi]	0	396
[EGR1i]-[MAP3K7i]	0	396
[EGR1i]-[SMAD4i]	0	450
[EGR1i]-[SMAD1i]	0	450
[EGR1i]-[SMAD5i]	0	450
[EGR1i]-[BMPR2i]	0	450
[EGR1i]-[ACVR1i]	0	450
[EGR1i]-[SRCi]	0	450
[EGR1i]-[SMAD3i]	0	450
[EGR1i]-[SHC1i]	0	415
[EGR1i]-[SMAD6i]	0	446
[EGR1i]-[TRAF6i]	0	424
[EGR1i]-[SMAD7i]	0	448
[EGR1i]-[SMURF1i]	0	429
[EGR1i]-[SMURF2i]	0	450
[EGR1i]-[SMAD2i]	0	397
[EGR1i]-[TGFBR2i]	0	450
[EGR1i]-[TGFBR1i]	0	450
[EGR1i]-[DVL_fi]	0	450
[EGR1i]-[DAAM1i]	0	450
[EGR1i]-[PARD6Ai]	0	450
[EGR1i]-[AP1_ci]	0	436
[EGR1i]-[MYCi]	0	392
[EGR1i]-[JUNi]	0	450
[EGR1i]-[ATF2i]	0	450
[EGR1i]-[FOSi]	0	450
[EGR1i]-[SRFi]	0	450
[EGR1i]-[PTENi]	0	450
[EGR1i]-[CFL_fi]	0	450
[EGR1i]-[LIMK1i]	0	450
[EGR1i]-[LIMK2i]	0	450
[EGR1i]-[CDC42i]	0	450
[EGR1i]-[ARHGAP24i]	0	450
[EGR1i]-[RAC_fi]	0	316
[EGR1i]-[TIAM1i]	0	450
[EGR1i]-[RHOAi]	0	450
[EGR1i]-[RND3i]	0	450
[EGR1i]-[CASP3i]	0	450
[EGR1i]-[JNK_fi]	0	250
[EGR1i]-[MAP2K7i]	0	450
[EGR1i]-[MAPK8IP3i]	0	450
[EGR1i]-[ROCK1i]	0	450
[EGR1i]-[Prosurvivali]	0	450
[EGR1i]-[Antisurvivali]	0	450
[MMP_fi]-[BTRCi]	0	373
[MMP_fi]-[CTNNB1i]	7	323
[MMP_fi]-[SFRP1_gi]	0	373
[MMP_fi]-[SFRP1i]	0	373
[MMP_fi]-[CFLARi]	139	195
[MMP_fi]-[MSK_fi]	0	373
[MMP_fi]-[RTPK_gi]	0	373
[MMP_fi]-[FZD_fi]	0	373
[MMP_fi]-[DKK_fi]	0	335
[MMP_fi]-[LRP_fi]	3	365
[MMP_fi]-[PIK3CAi]	19	347
[MMP_fi]-[MAP3K8i]	0	315
[MMP_fi]-[BAXi]	0	373
[MMP_fi]-[CYCSi]	0	373
[MMP_fi]-[S6K_fi]	0	373
[MMP_fi]-[MDM2_gi]	0	373
[MMP_fi]-[mTORC2_ci]	0	372
[MMP_fi]-[BADi]	0	373
[MMP_fi]-[RHEBi]	0	373
[MMP_fi]-[BCL2i]	1	361
[MMP_fi]-[AKT1S1i]	0	373
[MMP_fi]-[TSC_fi]	0	373
[MMP_fi]-[FOXO_fi]	0	373
[MMP_fi]-[PTEN_gi]	0	373
[MMP_fi]-[CASP8i]	0	373
[MMP_fi]-[IRS1i]	0	373
[MMP_fi]-[CHUKi]	3	278
[MMP_fi]-[GAB_fi]	0	336
[MMP_fi]-[PTPN11i]	0	321
[MMP_fi]-[GRAP2i]	0	373
[MMP_fi]-[MAP3K11i]	0	373
[MMP_fi]-[MAP3K4i]	0	373
[MMP_fi]-[MAP2K4i]	0	302
[MMP_fi]-[DUSP1i]	37	304
[MMP_fi]-[MAP3K5i]	0	373
[MMP_fi]-[MAP2K3i]	0	373
[MMP_fi]-[DUSP6i]	0	299
[MMP_fi]-[RAF_fi]	0	246
[MMP_fi]-[KRASi]	2	248
[MMP_fi]-[RTPK_fi]	0	373
[MMP_fi]-[SOS1i]	2	343
[MMP_fi]-[GRB2i]	0	336
[MMP_fi]-[PLCG1i]	1	364
[MMP_fi]-[PTPN6i]	0	373
[MMP_fi]-[SYKi]	3	361
[MMP_fi]-[CASP9i]	0	373
[MMP_fi]-[PDPK1i]	35	327
[MMP_fi]-[ILKi]	0	365
[MMP_fi]-[PAK1i]	0	365
[MMP_fi]-[MEK_fi]	2	196
[MMP_fi]-[SOCS1_gi]	0	366
[MMP_fi]-[mTORC1_ci]	0	267
[MMP_fi]-[PRKCDi]	0	353
[MMP_fi]-[PLK1i]	0	356
[MMP_fi]-[MAPKAPK2i]	0	369
[MMP_fi]-[IRAK1i]	0	348
[MMP_fi]-[ISGF3_ci]	0	373
[MMP_fi]-[SOCS1i]	0	366
[MMP_fi]-[STAT3i]	0	373
[MMP_fi]-[STAT1i]	0	366
[MMP_fi]-[STAT2i]	0	373
[MMP_fi]-[JAK_fi]	0	373
[MMP_fi]-[AXIN1i]	0	341
[MMP_fi]-[MDM2i]	1	338
[MMP_fi]-[CK1_fi]	0	367
[MMP_fi]-[ITCHi]	0	193
[MMP_fi]-[TP53i]	0	373
[MMP_fi]-[NFKB_fi]	0	373
[MMP_fi]-[IKBKBi]	0	315
[MMP_fi]-[REL_fi]	0	373
[MMP_fi]-[PIAS1i]	0	369
[MMP_fi]-[AKT_fi]	30	291
[MMP_fi]-[MAPK14i]	9	348
[MMP_fi]-[CBPp300_ci]	10	317
[MMP_fi]-[SKIi]	0	372
[MMP_fi]-[PPM1Ai]	0	373
[MMP_fi]-[ERK_fi]	2	196
[MMP_fi]-[GSK3_fi]	0	373
[MMP_fi]-[PPP1CAi]	0	373
[MMP_fi]-[TAB_fi]	0	294
[MMP_fi]-[MAP3K7i]	0	294
[MMP_fi]-[SMAD4i]	0	373
[MMP_fi]-[SMAD1i]	0	373
[MMP_fi]-[SMAD5i]	0	373
[MMP_fi]-[BMPR2i]	0	373
[MMP_fi]-[ACVR1i]	0	373
[MMP_fi]-[SRCi]	0	373
[MMP_fi]-[SMAD3i]	0	372
[MMP_fi]-[SHC1i]	0	336
[MMP_fi]-[SMAD6i]	0	369
[MMP_fi]-[TRAF6i]	0	324
[MMP_fi]-[SMAD7i]	0	373
[MMP_fi]-[SMURF1i]	0	354
[MMP_fi]-[SMURF2i]	17	356
[MMP_fi]-[SMAD2i]	0	327
[MMP_fi]-[TGFBR2i]	0	369
[MMP_fi]-[TGFBR1i]	0	369
[MMP_fi]-[DVL_fi]	0	373
[MMP_fi]-[DAAM1i]	0	373
[MMP_fi]-[PARD6Ai]	0	373
[MMP_fi]-[AP1_ci]	8	347
[MMP_fi]-[MYCi]	156	166
[MMP_fi]-[JUNi]	0	373
[MMP_fi]-[ATF2i]	0	373
[MMP_fi]-[FOSi]	0	373
[MMP_fi]-[SRFi]	0	373
[MMP_fi]-[PTENi]	0	373
[MMP_fi]-[CFL_fi]	0	373
[MMP_fi]-[LIMK1i]	0	373
[MMP_fi]-[LIMK2i]	0	373
[MMP_fi]-[CDC42i]	0	373
[MMP_fi]-[ARHGAP24i]	0	373
[MMP_fi]-[RAC_fi]	0	272
[MMP_fi]-[TIAM1i]	0	373
[MMP_fi]-[RHOAi]	0	373
[MMP_fi]-[RND3i]	0	373
[MMP_fi]-[CASP3i]	0	373
[MMP_fi]-[JNK_fi]	0	193
[MMP_fi]-[MAP2K7i]	0	373
[MMP_fi]-[MAPK8IP3i]	0	373
[MMP_fi]-[ROCK1i]	0	373
[MMP_fi]-[Prosurvivali]	0	373
[MMP_fi]-[Antisurvivali]	0	373
[BTRCi]-[CTNNB1i]	0	395
[BTRCi]-[SFRP1_gi]	0	450
[BTRCi]-[SFRP1i]	0	450
[BTRCi]-[CFLARi]	0	382
[BTRCi]-[MSK_fi]	0	450
[BTRCi]-[RTPK_gi]	0	450
[BTRCi]-[FZD_fi]	0	450
[BTRCi]-[DKK_fi]	0	405
[BTRCi]-[LRP_fi]	0	444
[BTRCi]-[PIK3CAi]	0	450
[BTRCi]-[MAP3K8i]	0	396
[BTRCi]-[BAXi]	0	450
[BTRCi]-[CYCSi]	0	450
[BTRCi]-[S6K_fi]	0	450
[BTRCi]-[MDM2_gi]	0	450
[BTRCi]-[mTORC2_ci]	0	450
[BTRCi]-[BADi]	0	450
[BTRCi]-[RHEBi]	0	450
[BTRCi]-[BCL2i]	0	427
[BTRCi]-[AKT1S1i]	0	450
[BTRCi]-[TSC_fi]	0	450
[BTRCi]-[FOXO_fi]	0	450
[BTRCi]-[PTEN_gi]	0	450
[BTRCi]-[CASP8i]	0	450
[BTRCi]-[IRS1i]	0	450
[BTRCi]-[CHUKi]	0	349
[BTRCi]-[GAB_fi]	0	415
[BTRCi]-[PTPN11i]	0	390
[BTRCi]-[GRAP2i]	0	450
[BTRCi]-[MAP3K11i]	0	450
[BTRCi]-[MAP3K4i]	0	450
[BTRCi]-[MAP2K4i]	0	348
[BTRCi]-[DUSP1i]	0	428
[BTRCi]-[MAP3K5i]	0	450
[BTRCi]-[MAP2K3i]	0	450
[BTRCi]-[DUSP6i]	0	352
[BTRCi]-[RAF_fi]	0	300
[BTRCi]-[KRASi]	0	311
[BTRCi]-[RTPK_fi]	0	419
[BTRCi]-[SOS1i]	0	426
[BTRCi]-[GRB2i]	0	415
[BTRCi]-[PLCG1i]	0	450
[BTRCi]-[PTPN6i]	0	450
[BTRCi]-[SYKi]	0	450
[BTRCi]-[CASP9i]	0	450
[BTRCi]-[PDPK1i]	0	448
[BTRCi]-[ILKi]	0	450
[BTRCi]-[PAK1i]	0	450
[BTRCi]-[MEK_fi]	0	258
[BTRCi]-[SOCS1_gi]	0	443
[BTRCi]-[mTORC1_ci]	0	309
[BTRCi]-[PRKCDi]	0	437
[BTRCi]-[PLK1i]	0	428
[BTRCi]-[MAPKAPK2i]	0	448
[BTRCi]-[IRAK1i]	0	435
[BTRCi]-[ISGF3_ci]	0	450
[BTRCi]-[SOCS1i]	0	443
[BTRCi]-[STAT3i]	0	450
[BTRCi]-[STAT1i]	0	443
[BTRCi]-[STAT2i]	0	450
[BTRCi]-[JAK_fi]	0	450
[BTRCi]-[AXIN1i]	0	405
[BTRCi]-[MDM2i]	0	404
[BTRCi]-[CK1_fi]	0	450
[BTRCi]-[ITCHi]	0	250
[BTRCi]-[TP53i]	0	450
[BTRCi]-[NFKB_fi]	0	450
[BTRCi]-[IKBKBi]	0	396
[BTRCi]-[REL_fi]	0	450
[BTRCi]-[PIAS1i]	0	448
[BTRCi]-[AKT_fi]	0	373
[BTRCi]-[MAPK14i]	0	434
[BTRCi]-[CBPp300_ci]	0	410
[BTRCi]-[SKIi]	0	450
[BTRCi]-[PPM1Ai]	0	450
[BTRCi]-[ERK_fi]	0	258
[BTRCi]-[GSK3_fi]	0	450
[BTRCi]-[PPP1CAi]	0	450
[BTRCi]-[TAB_fi]	0	396
[BTRCi]-[MAP3K7i]	0	396
[BTRCi]-[SMAD4i]	0	450
[BTRCi]-[SMAD1i]	0	450
[BTRCi]-[SMAD5i]	0	450
[BTRCi]-[BMPR2i]	0	450
[BTRCi]-[ACVR1i]	0	450
[BTRCi]-[SRCi]	0	450
[BTRCi]-[SMAD3i]	0	450
[BTRCi]-[SHC1i]	0	415
[BTRCi]-[SMAD6i]	0	446
[BTRCi]-[TRAF6i]	0	424
[BTRCi]-[SMAD7i]	0	448
[BTRCi]-[SMURF1i]	0	429
[BTRCi]-[SMURF2i]	0	450
[BTRCi]-[SMAD2i]	0	397
[BTRCi]-[TGFBR2i]	0	450
[BTRCi]-[TGFBR1i]	0	450
[BTRCi]-[DVL_fi]	0	450
[BTRCi]-[DAAM1i]	0	450
[BTRCi]-[PARD6Ai]	0	450
[BTRCi]-[AP1_ci]	0	436
[BTRCi]-[MYCi]	0	392
[BTRCi]-[JUNi]	0	450
[BTRCi]-[ATF2i]	0	450
[BTRCi]-[FOSi]	0	450
[BTRCi]-[SRFi]	0	450
[BTRCi]-[PTENi]	0	450
[BTRCi]-[CFL_fi]	0	450
[BTRCi]-[LIMK1i]	0	450
[BTRCi]-[LIMK2i]	0	450
[BTRCi]-[CDC42i]	0	450
[BTRCi]-[ARHGAP24i]	0	450
[BTRCi]-[RAC_fi]	0	316
[BTRCi]-[TIAM1i]	0	450
[BTRCi]-[RHOAi]	0	450
[BTRCi]-[RND3i]	0	450
[BTRCi]-[CASP3i]	0	450
[BTRCi]-[JNK_fi]	0	250
[BTRCi]-[MAP2K7i]	0	450
[BTRCi]-[MAPK8IP3i]	0	450
[BTRCi]-[ROCK1i]	0	450
[BTRCi]-[Prosurvivali]	0	450
[BTRCi]-[Antisurvivali]	0	450
[CTNNB1i]-[SFRP1_gi]	0	395
[CTNNB1i]-[SFRP1i]	0	395
[CTNNB1i]-[CFLARi]	93	256
[CTNNB1i]-[MSK_fi]	0	395
[CTNNB1i]-[RTPK_gi]	28	367
[CTNNB1i]-[FZD_fi]	0	395
[CTNNB1i]-[DKK_fi]	0	390
[CTNNB1i]-[LRP_fi]	6	389
[CTNNB1i]-[PIK3CAi]	29	366
[CTNNB1i]-[MAP3K8i]	0	350
[CTNNB1i]-[BAXi]	0	395
[CTNNB1i]-[CYCSi]	0	395
[CTNNB1i]-[S6K_fi]	0	395
[CTNNB1i]-[MDM2_gi]	0	395
[CTNNB1i]-[mTORC2_ci]	0	395
[CTNNB1i]-[BADi]	0	395
[CTNNB1i]-[RHEBi]	1	388
[CTNNB1i]-[BCL2i]	14	366
[CTNNB1i]-[AKT1S1i]	0	395
[CTNNB1i]-[TSC_fi]	0	395
[CTNNB1i]-[FOXO_fi]	28	367
[CTNNB1i]-[PTEN_gi]	0	395
[CTNNB1i]-[CASP8i]	0	395
[CTNNB1i]-[IRS1i]	0	395
[CTNNB1i]-[CHUKi]	1	334
[CTNNB1i]-[GAB_fi]	1	358
[CTNNB1i]-[PTPN11i]	0	341
[CTNNB1i]-[GRAP2i]	0	395
[CTNNB1i]-[MAP3K11i]	0	395
[CTNNB1i]-[MAP3K4i]	0	395
[CTNNB1i]-[MAP2K4i]	1	292
[CTNNB1i]-[DUSP1i]	38	339
[CTNNB1i]-[MAP3K5i]	0	395
[CTNNB1i]-[MAP2K3i]	0	395
[CTNNB1i]-[DUSP6i]	0	303
[CTNNB1i]-[RAF_fi]	0	263
[CTNNB1i]-[KRASi]	2	268
[CTNNB1i]-[RTPK_fi]	17	361
[CTNNB1i]-[SOS1i]	2	364
[CTNNB1i]-[GRB2i]	1	358
[CTNNB1i]-[PLCG1i]	0	386
[CTNNB1i]-[PTPN6i]	0	395
[CTNNB1i]-[SYKi]	0	386
[CTNNB1i]-[CASP9i]	7	388
[CTNNB1i]-[PDPK1i]	31	362
[CTNNB1i]-[ILKi]	4	390
[CTNNB1i]-[PAK1i]	4	390
[CTNNB1i]-[MEK_fi]	5	235
[CTNNB1i]-[SOCS1_gi]	12	375
[CTNNB1i]-[mTORC1_ci]	0	266
[CTNNB1i]-[PRKCDi]	3	382
[CTNNB1i]-[PLK1i]	26	353
[CTNNB1i]-[MAPKAPK2i]	2	392
[CTNNB1i]-[IRAK1i]	0	381
[CTNNB1i]-[ISGF3_ci]	0	395
[CTNNB1i]-[SOCS1i]	12	375
[CTNNB1i]-[STAT3i]	183	147
[CTNNB1i]-[STAT1i]	12	375
[CTNNB1i]-[STAT2i]	0	395
[CTNNB1i]-[JAK_fi]	0	395
[CTNNB1i]-[AXIN1i]	0	390
[CTNNB1i]-[MDM2i]	14	351
[CTNNB1i]-[CK1_fi]	0	395
[CTNNB1i]-[ITCHi]	0	203
[CTNNB1i]-[TP53i]	0	395
[CTNNB1i]-[NFKB_fi]	0	395
[CTNNB1i]-[IKBKBi]	1	349
[CTNNB1i]-[REL_fi]	0	395
[CTNNB1i]-[PIAS1i]	0	394
[CTNNB1i]-[AKT_fi]	54	276
[CTNNB1i]-[MAPK14i]	34	348
[CTNNB1i]-[CBPp300_ci]	17	349
[CTNNB1i]-[SKIi]	0	395
[CTNNB1i]-[PPM1Ai]	0	395
[CTNNB1i]-[ERK_fi]	5	237
[CTNNB1i]-[GSK3_fi]	0	395
[CTNNB1i]-[PPP1CAi]	0	395
[CTNNB1i]-[TAB_fi]	0	355
[CTNNB1i]-[MAP3K7i]	0	355
[CTNNB1i]-[SMAD4i]	0	395
[CTNNB1i]-[SMAD1i]	0	395
[CTNNB1i]-[SMAD5i]	0	395
[CTNNB1i]-[BMPR2i]	0	395
[CTNNB1i]-[ACVR1i]	0	395
[CTNNB1i]-[SRCi]	1	394
[CTNNB1i]-[SMAD3i]	0	389
[CTNNB1i]-[SHC1i]	1	358
[CTNNB1i]-[SMAD6i]	1	389
[CTNNB1i]-[TRAF6i]	0	374
[CTNNB1i]-[SMAD7i]	0	388
[CTNNB1i]-[SMURF1i]	0	375
[CTNNB1i]-[SMURF2i]	0	395
[CTNNB1i]-[SMAD2i]	0	363
[CTNNB1i]-[TGFBR2i]	0	395
[CTNNB1i]-[TGFBR1i]	0	395
[CTNNB1i]-[DVL_fi]	0	395
[CTNNB1i]-[DAAM1i]	0	395
[CTNNB1i]-[PARD6Ai]	0	395
[CTNNB1i]-[AP1_ci]	10	372
[CTNNB1i]-[MYCi]	102	236
[CTNNB1i]-[JUNi]	0	395
[CTNNB1i]-[ATF2i]	0	395
[CTNNB1i]-[FOSi]	0	395
[CTNNB1i]-[SRFi]	0	395
[CTNNB1i]-[PTENi]	0	395
[CTNNB1i]-[CFL_fi]	0	395
[CTNNB1i]-[LIMK1i]	0	395
[CTNNB1i]-[LIMK2i]	0	395
[CTNNB1i]-[CDC42i]	0	395
[CTNNB1i]-[ARHGAP24i]	11	384
[CTNNB1i]-[RAC_fi]	0	268
[CTNNB1i]-[TIAM1i]	0	395
[CTNNB1i]-[RHOAi]	0	395
[CTNNB1i]-[RND3i]	0	395
[CTNNB1i]-[CASP3i]	14	381
[CTNNB1i]-[JNK_fi]	0	203
[CTNNB1i]-[MAP2K7i]	0	395
[CTNNB1i]-[MAPK8IP3i]	0	395
[CTNNB1i]-[ROCK1i]	11	384
[CTNNB1i]-[Prosurvivali]	0	395
[CTNNB1i]-[Antisurvivali]	0	395
[SFRP1_gi]-[SFRP1i]	0	450
[SFRP1_gi]-[CFLARi]	0	382
[SFRP1_gi]-[MSK_fi]	0	450
[SFRP1_gi]-[RTPK_gi]	0	450
[SFRP1_gi]-[FZD_fi]	0	450
[SFRP1_gi]-[DKK_fi]	0	405
[SFRP1_gi]-[LRP_fi]	0	444
[SFRP1_gi]-[PIK3CAi]	0	450
[SFRP1_gi]-[MAP3K8i]	0	396
[SFRP1_gi]-[BAXi]	0	450
[SFRP1_gi]-[CYCSi]	0	450
[SFRP1_gi]-[S6K_fi]	0	450
[SFRP1_gi]-[MDM2_gi]	0	450
[SFRP1_gi]-[mTORC2_ci]	0	450
[SFRP1_gi]-[BADi]	0	450
[SFRP1_gi]-[RHEBi]	0	450
[SFRP1_gi]-[BCL2i]	0	427
[SFRP1_gi]-[AKT1S1i]	0	450
[SFRP1_gi]-[TSC_fi]	0	450
[SFRP1_gi]-[FOXO_fi]	0	450
[SFRP1_gi]-[PTEN_gi]	0	450
[SFRP1_gi]-[CASP8i]	0	450
[SFRP1_gi]-[IRS1i]	0	450
[SFRP1_gi]-[CHUKi]	0	349
[SFRP1_gi]-[GAB_fi]	0	415
[SFRP1_gi]-[PTPN11i]	0	390
[SFRP1_gi]-[GRAP2i]	0	450
[SFRP1_gi]-[MAP3K11i]	0	450
[SFRP1_gi]-[MAP3K4i]	0	450
[SFRP1_gi]-[MAP2K4i]	0	348
[SFRP1_gi]-[DUSP1i]	0	428
[SFRP1_gi]-[MAP3K5i]	0	450
[SFRP1_gi]-[MAP2K3i]	0	450
[SFRP1_gi]-[DUSP6i]	0	352
[SFRP1_gi]-[RAF_fi]	0	300
[SFRP1_gi]-[KRASi]	0	311
[SFRP1_gi]-[RTPK_fi]	0	419
[SFRP1_gi]-[SOS1i]	0	426
[SFRP1_gi]-[GRB2i]	0	415
[SFRP1_gi]-[PLCG1i]	0	450
[SFRP1_gi]-[PTPN6i]	0	450
[SFRP1_gi]-[SYKi]	0	450
[SFRP1_gi]-[CASP9i]	0	450
[SFRP1_gi]-[PDPK1i]	0	448
[SFRP1_gi]-[ILKi]	0	450
[SFRP1_gi]-[PAK1i]	0	450
[SFRP1_gi]-[MEK_fi]	0	258
[SFRP1_gi]-[SOCS1_gi]	0	443
[SFRP1_gi]-[mTORC1_ci]	0	309
[SFRP1_gi]-[PRKCDi]	0	437
[SFRP1_gi]-[PLK1i]	0	428
[SFRP1_gi]-[MAPKAPK2i]	0	448
[SFRP1_gi]-[IRAK1i]	0	435
[SFRP1_gi]-[ISGF3_ci]	0	450
[SFRP1_gi]-[SOCS1i]	0	443
[SFRP1_gi]-[STAT3i]	0	450
[SFRP1_gi]-[STAT1i]	0	443
[SFRP1_gi]-[STAT2i]	0	450
[SFRP1_gi]-[JAK_fi]	0	450
[SFRP1_gi]-[AXIN1i]	0	405
[SFRP1_gi]-[MDM2i]	0	404
[SFRP1_gi]-[CK1_fi]	0	450
[SFRP1_gi]-[ITCHi]	0	250
[SFRP1_gi]-[TP53i]	0	450
[SFRP1_gi]-[NFKB_fi]	0	450
[SFRP1_gi]-[IKBKBi]	0	396
[SFRP1_gi]-[REL_fi]	0	450
[SFRP1_gi]-[PIAS1i]	0	448
[SFRP1_gi]-[AKT_fi]	0	373
[SFRP1_gi]-[MAPK14i]	0	434
[SFRP1_gi]-[CBPp300_ci]	0	410
[SFRP1_gi]-[SKIi]	0	450
[SFRP1_gi]-[PPM1Ai]	0	450
[SFRP1_gi]-[ERK_fi]	0	258
[SFRP1_gi]-[GSK3_fi]	0	450
[SFRP1_gi]-[PPP1CAi]	0	450
[SFRP1_gi]-[TAB_fi]	0	396
[SFRP1_gi]-[MAP3K7i]	0	396
[SFRP1_gi]-[SMAD4i]	0	450
[SFRP1_gi]-[SMAD1i]	0	450
[SFRP1_gi]-[SMAD5i]	0	450
[SFRP1_gi]-[BMPR2i]	0	450
[SFRP1_gi]-[ACVR1i]	0	450
[SFRP1_gi]-[SRCi]	0	450
[SFRP1_gi]-[SMAD3i]	0	450
[SFRP1_gi]-[SHC1i]	0	415
[SFRP1_gi]-[SMAD6i]	0	446
[SFRP1_gi]-[TRAF6i]	0	424
[SFRP1_gi]-[SMAD7i]	0	448
[SFRP1_gi]-[SMURF1i]	0	429
[SFRP1_gi]-[SMURF2i]	0	450
[SFRP1_gi]-[SMAD2i]	0	397
[SFRP1_gi]-[TGFBR2i]	0	450
[SFRP1_gi]-[TGFBR1i]	0	450
[SFRP1_gi]-[DVL_fi]	0	450
[SFRP1_gi]-[DAAM1i]	0	450
[SFRP1_gi]-[PARD6Ai]	0	450
[SFRP1_gi]-[AP1_ci]	0	436
[SFRP1_gi]-[MYCi]	0	392
[SFRP1_gi]-[JUNi]	0	450
[SFRP1_gi]-[ATF2i]	0	450
[SFRP1_gi]-[FOSi]	0	450
[SFRP1_gi]-[SRFi]	0	450
[SFRP1_gi]-[PTENi]	0	450
[SFRP1_gi]-[CFL_fi]	0	450
[SFRP1_gi]-[LIMK1i]	0	450
[SFRP1_gi]-[LIMK2i]	0	450
[SFRP1_gi]-[CDC42i]	0	450
[SFRP1_gi]-[ARHGAP24i]	0	450
[SFRP1_gi]-[RAC_fi]	0	316
[SFRP1_gi]-[TIAM1i]	0	450
[SFRP1_gi]-[RHOAi]	0	450
[SFRP1_gi]-[RND3i]	0	450
[SFRP1_gi]-[CASP3i]	0	450
[SFRP1_gi]-[JNK_fi]	0	250
[SFRP1_gi]-[MAP2K7i]	0	450
[SFRP1_gi]-[MAPK8IP3i]	0	450
[SFRP1_gi]-[ROCK1i]	0	450
[SFRP1_gi]-[Prosurvivali]	0	450
[SFRP1_gi]-[Antisurvivali]	0	450
[SFRP1i]-[CFLARi]	0	382
[SFRP1i]-[MSK_fi]	0	450
[SFRP1i]-[RTPK_gi]	0	450
[SFRP1i]-[FZD_fi]	0	450
[SFRP1i]-[DKK_fi]	0	405
[SFRP1i]-[LRP_fi]	0	444
[SFRP1i]-[PIK3CAi]	0	450
[SFRP1i]-[MAP3K8i]	0	396
