Perturbation	Synergies	Non-synergies
[RSK_fi]-[MAP3K11i]	0	150
[RSK_fi]-[MAP3K7i]	0	135
[RSK_fi]-[GRAP2i]	0	150
[RSK_fi]-[TAB_fi]	0	135
[RSK_fi]-[MAPK14i]	33	110
[RSK_fi]-[MAP2K7i]	0	150
[RSK_fi]-[MAP2K4i]	0	97
[RSK_fi]-[DUSP1i]	66	61
[RSK_fi]-[MSK_fi]	0	53
[RSK_fi]-[MAP2K3i]	0	150
[RSK_fi]-[MAP3K5i]	0	150
[RSK_fi]-[PDPK1i]	56	26
[RSK_fi]-[ERK_fi]	0	53
[RSK_fi]-[MMP_fi]	6	128
[RSK_fi]-[RTPK_gi]	0	150
[RSK_fi]-[MEK_fi]	0	53
[RSK_fi]-[RAF_fi]	0	136
[RSK_fi]-[MAP3K8i]	0	111
[RSK_fi]-[RTPK_fi]	6	128
[RSK_fi]-[PTENi]	0	150
[RSK_fi]-[PTEN_gi]	0	150
[RSK_fi]-[GSK3_fi]	0	150
[RSK_fi]-[SHC1i]	30	81
[RSK_fi]-[GRB2i]	30	81
[RSK_fi]-[DUSP6i]	5	121
[RSK_fi]-[SOS1i]	7	132
[RSK_fi]-[PTPN11i]	0	149
[RSK_fi]-[GAB_fi]	12	132
[RSK_fi]-[KRASi]	7	124
[RSK_fi]-[RHEBi]	0	128
[RSK_fi]-[IKBKBi]	0	111
[RSK_fi]-[mTORC1_ci]	0	123
[RSK_fi]-[AKT1S1i]	20	130
[RSK_fi]-[PIK3CAi]	32	85
[RSK_fi]-[IRS1i]	0	150
[RSK_fi]-[TP53i]	0	150
[RSK_fi]-[EGR1i]	0	150
[RSK_fi]-[LRP_fi]	69	57
[RSK_fi]-[MDM2i]	32	111
[RSK_fi]-[MDM2_gi]	0	150
[RSK_fi]-[NFKB_fi]	0	150
[RSK_fi]-[BAXi]	0	150
[RSK_fi]-[BCL2i]	81	69
[RSK_fi]-[BADi]	0	150
[RSK_fi]-[CYCSi]	0	150
[RSK_fi]-[CFLARi]	150	0
[RSK_fi]-[ITCHi]	0	150
[RSK_fi]-[JNK_fi]	0	150
[RSK_fi]-[SFRP1i]	0	150
[RSK_fi]-[SFRP1_gi]	0	150
[RSK_fi]-[DKK_fi]	0	150
[RSK_fi]-[DKK_gi]	0	150
[RSK_fi]-[AXIN1i]	0	150
[RSK_fi]-[CK1_fi]	0	150
[RSK_fi]-[CHUKi]	0	114
[RSK_fi]-[BTRCi]	0	150
[RSK_fi]-[CTNNB1i]	68	21
[RSK_fi]-[LEFi]	6	128
[RSK_fi]-[Antisurvivali]	0	150
[RSK_fi]-[Prosurvivali]	0	150
[mTORC2_ci]-[DVL_fi]	0	97
[mTORC2_ci]-[TSC_fi]	0	150
[mTORC2_ci]-[S6K_fi]	0	150
[mTORC2_ci]-[FZD_fi]	0	97
[mTORC2_ci]-[RAC_fi]	0	97
[mTORC2_ci]-[MAP3K4i]	0	150
[mTORC2_ci]-[MAP3K11i]	0	150
[mTORC2_ci]-[MAP3K7i]	0	135
[mTORC2_ci]-[GRAP2i]	0	150
[mTORC2_ci]-[TAB_fi]	0	135
[mTORC2_ci]-[MAPK14i]	1	142
[mTORC2_ci]-[MAP2K7i]	0	150
[mTORC2_ci]-[MAP2K4i]	0	97
[mTORC2_ci]-[DUSP1i]	1	126
[mTORC2_ci]-[MSK_fi]	0	53
[mTORC2_ci]-[MAP2K3i]	0	150
[mTORC2_ci]-[MAP3K5i]	0	150
[mTORC2_ci]-[PDPK1i]	0	82
[mTORC2_ci]-[ERK_fi]	3	50
[mTORC2_ci]-[MMP_fi]	0	134
[mTORC2_ci]-[RTPK_gi]	0	150
[mTORC2_ci]-[MEK_fi]	0	53
[mTORC2_ci]-[RAF_fi]	0	136
[mTORC2_ci]-[MAP3K8i]	0	111
[mTORC2_ci]-[RTPK_fi]	0	134
[mTORC2_ci]-[PTENi]	0	150
[mTORC2_ci]-[PTEN_gi]	0	150
[mTORC2_ci]-[GSK3_fi]	0	150
[mTORC2_ci]-[SHC1i]	0	111
[mTORC2_ci]-[GRB2i]	0	111
[mTORC2_ci]-[DUSP6i]	2	124
[mTORC2_ci]-[SOS1i]	0	139
[mTORC2_ci]-[PTPN11i]	0	149
[mTORC2_ci]-[GAB_fi]	0	144
[mTORC2_ci]-[KRASi]	0	131
[mTORC2_ci]-[RHEBi]	0	150
[mTORC2_ci]-[IKBKBi]	0	111
[mTORC2_ci]-[mTORC1_ci]	0	123
[mTORC2_ci]-[AKT1S1i]	0	150
[mTORC2_ci]-[PIK3CAi]	1	116
[mTORC2_ci]-[IRS1i]	0	150
[mTORC2_ci]-[TP53i]	0	150
[mTORC2_ci]-[EGR1i]	0	150
[mTORC2_ci]-[LRP_fi]	17	109
[mTORC2_ci]-[MDM2i]	1	142
[mTORC2_ci]-[MDM2_gi]	0	150
[mTORC2_ci]-[NFKB_fi]	0	150
[mTORC2_ci]-[BAXi]	0	150
[mTORC2_ci]-[BCL2i]	8	142
[mTORC2_ci]-[BADi]	0	150
[mTORC2_ci]-[CYCSi]	0	150
[mTORC2_ci]-[CFLARi]	21	129
[mTORC2_ci]-[ITCHi]	0	150
[mTORC2_ci]-[JNK_fi]	0	150
[mTORC2_ci]-[SFRP1i]	0	150
[mTORC2_ci]-[SFRP1_gi]	0	150
[mTORC2_ci]-[DKK_fi]	0	150
[mTORC2_ci]-[DKK_gi]	0	150
[mTORC2_ci]-[AXIN1i]	0	150
[mTORC2_ci]-[CK1_fi]	0	150
[mTORC2_ci]-[CHUKi]	0	114
[mTORC2_ci]-[BTRCi]	0	150
[mTORC2_ci]-[CTNNB1i]	0	89
[mTORC2_ci]-[LEFi]	0	134
[mTORC2_ci]-[Antisurvivali]	0	150
[mTORC2_ci]-[Prosurvivali]	0	150
[DVL_fi]-[TSC_fi]	0	97
[DVL_fi]-[S6K_fi]	0	97
[DVL_fi]-[FZD_fi]	0	97
[DVL_fi]-[RAC_fi]	0	97
[DVL_fi]-[MAP3K4i]	0	97
[DVL_fi]-[MAP3K11i]	0	97
[DVL_fi]-[MAP3K7i]	0	82
[DVL_fi]-[GRAP2i]	0	97
[DVL_fi]-[TAB_fi]	0	82
[DVL_fi]-[MAPK14i]	0	97
[DVL_fi]-[MAP2K7i]	0	97
[DVL_fi]-[MAP2K4i]	0	97
[DVL_fi]-[DUSP1i]	0	0
[DVL_fi]-[MSK_fi]	0	0
[DVL_fi]-[MAP2K3i]	0	97
[DVL_fi]-[MAP3K5i]	0	97
[DVL_fi]-[PDPK1i]	0	62
[DVL_fi]-[ERK_fi]	0	0
[DVL_fi]-[MMP_fi]	0	90
[DVL_fi]-[RTPK_gi]	0	97
[DVL_fi]-[MEK_fi]	0	0
[DVL_fi]-[RAF_fi]	0	97
[DVL_fi]-[MAP3K8i]	0	61
[DVL_fi]-[RTPK_fi]	0	90
[DVL_fi]-[PTENi]	0	97
[DVL_fi]-[PTEN_gi]	0	97
[DVL_fi]-[GSK3_fi]	0	97
[DVL_fi]-[SHC1i]	0	77
[DVL_fi]-[GRB2i]	0	77
[DVL_fi]-[DUSP6i]	0	97
[DVL_fi]-[SOS1i]	0	92
[DVL_fi]-[PTPN11i]	0	97
[DVL_fi]-[GAB_fi]	0	92
[DVL_fi]-[KRASi]	0	92
[DVL_fi]-[RHEBi]	0	97
[DVL_fi]-[IKBKBi]	0	61
[DVL_fi]-[mTORC1_ci]	0	97
[DVL_fi]-[AKT1S1i]	0	97
[DVL_fi]-[PIK3CAi]	0	77
[DVL_fi]-[IRS1i]	0	97
[DVL_fi]-[TP53i]	0	97
[DVL_fi]-[EGR1i]	0	97
[DVL_fi]-[LRP_fi]	0	84
[DVL_fi]-[MDM2i]	0	93
[DVL_fi]-[MDM2_gi]	0	97
[DVL_fi]-[NFKB_fi]	0	97
[DVL_fi]-[BAXi]	0	97
[DVL_fi]-[BCL2i]	0	97
[DVL_fi]-[BADi]	0	97
[DVL_fi]-[CYCSi]	0	97
[DVL_fi]-[CFLARi]	0	97
[DVL_fi]-[ITCHi]	0	97
[DVL_fi]-[JNK_fi]	0	97
[DVL_fi]-[SFRP1i]	0	97
[DVL_fi]-[SFRP1_gi]	0	97
[DVL_fi]-[DKK_fi]	0	97
[DVL_fi]-[DKK_gi]	0	97
[DVL_fi]-[AXIN1i]	0	97
[DVL_fi]-[CK1_fi]	0	97
[DVL_fi]-[CHUKi]	0	77
[DVL_fi]-[BTRCi]	0	97
[DVL_fi]-[CTNNB1i]	0	62
[DVL_fi]-[LEFi]	0	90
[DVL_fi]-[Antisurvivali]	0	97
[DVL_fi]-[Prosurvivali]	0	97
[TSC_fi]-[S6K_fi]	0	150
[TSC_fi]-[FZD_fi]	0	97
[TSC_fi]-[RAC_fi]	0	97
[TSC_fi]-[MAP3K4i]	0	150
[TSC_fi]-[MAP3K11i]	0	150
[TSC_fi]-[MAP3K7i]	0	135
[TSC_fi]-[GRAP2i]	0	150
[TSC_fi]-[TAB_fi]	0	135
[TSC_fi]-[MAPK14i]	0	143
[TSC_fi]-[MAP2K7i]	0	150
[TSC_fi]-[MAP2K4i]	0	97
[TSC_fi]-[DUSP1i]	1	126
[TSC_fi]-[MSK_fi]	0	53
[TSC_fi]-[MAP2K3i]	0	150
[TSC_fi]-[MAP3K5i]	0	150
[TSC_fi]-[PDPK1i]	0	82
[TSC_fi]-[ERK_fi]	3	50
[TSC_fi]-[MMP_fi]	0	134
[TSC_fi]-[RTPK_gi]	0	150
[TSC_fi]-[MEK_fi]	1	52
[TSC_fi]-[RAF_fi]	0	136
[TSC_fi]-[MAP3K8i]	0	111
[TSC_fi]-[RTPK_fi]	0	134
[TSC_fi]-[PTENi]	0	150
[TSC_fi]-[PTEN_gi]	0	150
[TSC_fi]-[GSK3_fi]	0	150
[TSC_fi]-[SHC1i]	0	111
[TSC_fi]-[GRB2i]	0	111
[TSC_fi]-[DUSP6i]	0	126
[TSC_fi]-[SOS1i]	0	139
[TSC_fi]-[PTPN11i]	0	149
[TSC_fi]-[GAB_fi]	0	144
[TSC_fi]-[KRASi]	0	131
[TSC_fi]-[RHEBi]	0	150
[TSC_fi]-[IKBKBi]	0	111
[TSC_fi]-[mTORC1_ci]	0	123
[TSC_fi]-[AKT1S1i]	0	150
[TSC_fi]-[PIK3CAi]	0	117
[TSC_fi]-[IRS1i]	0	150
[TSC_fi]-[TP53i]	0	150
[TSC_fi]-[EGR1i]	0	150
[TSC_fi]-[LRP_fi]	0	126
[TSC_fi]-[MDM2i]	1	142
[TSC_fi]-[MDM2_gi]	0	150
[TSC_fi]-[NFKB_fi]	0	150
[TSC_fi]-[BAXi]	0	150
[TSC_fi]-[BCL2i]	0	150
[TSC_fi]-[BADi]	0	150
[TSC_fi]-[CYCSi]	0	150
[TSC_fi]-[CFLARi]	1	149
[TSC_fi]-[ITCHi]	0	150
[TSC_fi]-[JNK_fi]	0	150
[TSC_fi]-[SFRP1i]	0	150
[TSC_fi]-[SFRP1_gi]	0	150
[TSC_fi]-[DKK_fi]	0	150
[TSC_fi]-[DKK_gi]	0	150
[TSC_fi]-[AXIN1i]	0	150
[TSC_fi]-[CK1_fi]	0	150
[TSC_fi]-[CHUKi]	0	114
[TSC_fi]-[BTRCi]	0	150
[TSC_fi]-[CTNNB1i]	0	89
[TSC_fi]-[LEFi]	0	134
[TSC_fi]-[Antisurvivali]	0	150
[TSC_fi]-[Prosurvivali]	0	150
[S6K_fi]-[FZD_fi]	0	97
[S6K_fi]-[RAC_fi]	0	97
[S6K_fi]-[MAP3K4i]	0	150
[S6K_fi]-[MAP3K11i]	0	150
[S6K_fi]-[MAP3K7i]	0	135
[S6K_fi]-[GRAP2i]	0	150
[S6K_fi]-[TAB_fi]	0	135
[S6K_fi]-[MAPK14i]	0	143
[S6K_fi]-[MAP2K7i]	0	150
[S6K_fi]-[MAP2K4i]	0	97
[S6K_fi]-[DUSP1i]	0	127
[S6K_fi]-[MSK_fi]	0	53
[S6K_fi]-[MAP2K3i]	0	150
[S6K_fi]-[MAP3K5i]	0	150
[S6K_fi]-[PDPK1i]	0	82
[S6K_fi]-[ERK_fi]	0	53
[S6K_fi]-[MMP_fi]	0	134
[S6K_fi]-[RTPK_gi]	0	150
[S6K_fi]-[MEK_fi]	0	53
[S6K_fi]-[RAF_fi]	0	136
[S6K_fi]-[MAP3K8i]	0	111
[S6K_fi]-[RTPK_fi]	0	134
[S6K_fi]-[PTENi]	0	150
[S6K_fi]-[PTEN_gi]	0	150
[S6K_fi]-[GSK3_fi]	0	150
[S6K_fi]-[SHC1i]	0	111
[S6K_fi]-[GRB2i]	0	111
[S6K_fi]-[DUSP6i]	0	126
[S6K_fi]-[SOS1i]	0	139
[S6K_fi]-[PTPN11i]	0	149
[S6K_fi]-[GAB_fi]	0	144
[S6K_fi]-[KRASi]	0	131
[S6K_fi]-[RHEBi]	0	150
[S6K_fi]-[IKBKBi]	0	111
[S6K_fi]-[mTORC1_ci]	0	123
[S6K_fi]-[AKT1S1i]	0	150
[S6K_fi]-[PIK3CAi]	0	117
[S6K_fi]-[IRS1i]	0	150
[S6K_fi]-[TP53i]	0	150
[S6K_fi]-[EGR1i]	0	150
[S6K_fi]-[LRP_fi]	0	126
[S6K_fi]-[MDM2i]	0	143
[S6K_fi]-[MDM2_gi]	0	150
[S6K_fi]-[NFKB_fi]	0	150
[S6K_fi]-[BAXi]	0	150
[S6K_fi]-[BCL2i]	0	150
[S6K_fi]-[BADi]	0	150
[S6K_fi]-[CYCSi]	0	150
[S6K_fi]-[CFLARi]	0	150
[S6K_fi]-[ITCHi]	0	150
[S6K_fi]-[JNK_fi]	0	150
[S6K_fi]-[SFRP1i]	0	150
[S6K_fi]-[SFRP1_gi]	0	150
[S6K_fi]-[DKK_fi]	0	150
[S6K_fi]-[DKK_gi]	0	150
[S6K_fi]-[AXIN1i]	0	150
[S6K_fi]-[CK1_fi]	0	150
[S6K_fi]-[CHUKi]	0	114
[S6K_fi]-[BTRCi]	0	150
[S6K_fi]-[CTNNB1i]	0	88
[S6K_fi]-[LEFi]	0	134
[S6K_fi]-[Antisurvivali]	0	150
[S6K_fi]-[Prosurvivali]	0	150
[FZD_fi]-[RAC_fi]	0	97
[FZD_fi]-[MAP3K4i]	0	97
[FZD_fi]-[MAP3K11i]	0	97
[FZD_fi]-[MAP3K7i]	0	82
[FZD_fi]-[GRAP2i]	0	97
[FZD_fi]-[TAB_fi]	0	82
[FZD_fi]-[MAPK14i]	0	97
[FZD_fi]-[MAP2K7i]	0	97
[FZD_fi]-[MAP2K4i]	0	97
[FZD_fi]-[DUSP1i]	0	0
[FZD_fi]-[MSK_fi]	0	0
[FZD_fi]-[MAP2K3i]	0	97
[FZD_fi]-[MAP3K5i]	0	97
[FZD_fi]-[PDPK1i]	0	62
[FZD_fi]-[ERK_fi]	0	0
[FZD_fi]-[MMP_fi]	0	90
[FZD_fi]-[RTPK_gi]	0	97
[FZD_fi]-[MEK_fi]	0	0
[FZD_fi]-[RAF_fi]	0	97
[FZD_fi]-[MAP3K8i]	0	61
[FZD_fi]-[RTPK_fi]	0	90
[FZD_fi]-[PTENi]	0	97
[FZD_fi]-[PTEN_gi]	0	97
[FZD_fi]-[GSK3_fi]	0	97
[FZD_fi]-[SHC1i]	0	77
[FZD_fi]-[GRB2i]	0	77
[FZD_fi]-[DUSP6i]	0	97
[FZD_fi]-[SOS1i]	0	92
[FZD_fi]-[PTPN11i]	0	97
[FZD_fi]-[GAB_fi]	0	92
[FZD_fi]-[KRASi]	0	92
[FZD_fi]-[RHEBi]	0	97
[FZD_fi]-[IKBKBi]	0	61
[FZD_fi]-[mTORC1_ci]	0	97
[FZD_fi]-[AKT1S1i]	0	97
[FZD_fi]-[PIK3CAi]	0	77
[FZD_fi]-[IRS1i]	0	97
[FZD_fi]-[TP53i]	0	97
[FZD_fi]-[EGR1i]	0	97
[FZD_fi]-[LRP_fi]	0	84
[FZD_fi]-[MDM2i]	0	93
[FZD_fi]-[MDM2_gi]	0	97
[FZD_fi]-[NFKB_fi]	0	97
[FZD_fi]-[BAXi]	0	97
[FZD_fi]-[BCL2i]	0	97
[FZD_fi]-[BADi]	0	97
[FZD_fi]-[CYCSi]	0	97
[FZD_fi]-[CFLARi]	0	97
[FZD_fi]-[ITCHi]	0	97
[FZD_fi]-[JNK_fi]	0	97
[FZD_fi]-[SFRP1i]	0	97
[FZD_fi]-[SFRP1_gi]	0	97
[FZD_fi]-[DKK_fi]	0	97
[FZD_fi]-[DKK_gi]	0	97
[FZD_fi]-[AXIN1i]	0	97
[FZD_fi]-[CK1_fi]	0	97
[FZD_fi]-[CHUKi]	0	77
[FZD_fi]-[BTRCi]	0	97
[FZD_fi]-[CTNNB1i]	0	62
[FZD_fi]-[LEFi]	0	90
[FZD_fi]-[Antisurvivali]	0	97
[FZD_fi]-[Prosurvivali]	0	97
[RAC_fi]-[MAP3K4i]	0	97
[RAC_fi]-[MAP3K11i]	0	97
[RAC_fi]-[MAP3K7i]	0	82
[RAC_fi]-[GRAP2i]	0	97
[RAC_fi]-[TAB_fi]	0	82
[RAC_fi]-[MAPK14i]	0	97
[RAC_fi]-[MAP2K7i]	0	97
[RAC_fi]-[MAP2K4i]	0	97
[RAC_fi]-[DUSP1i]	0	0
[RAC_fi]-[MSK_fi]	0	0
[RAC_fi]-[MAP2K3i]	0	97
[RAC_fi]-[MAP3K5i]	0	97
[RAC_fi]-[PDPK1i]	0	62
[RAC_fi]-[ERK_fi]	0	0
[RAC_fi]-[MMP_fi]	0	90
[RAC_fi]-[RTPK_gi]	0	97
[RAC_fi]-[MEK_fi]	0	0
[RAC_fi]-[RAF_fi]	0	97
[RAC_fi]-[MAP3K8i]	0	61
[RAC_fi]-[RTPK_fi]	0	90
[RAC_fi]-[PTENi]	0	97
[RAC_fi]-[PTEN_gi]	0	97
[RAC_fi]-[GSK3_fi]	0	97
[RAC_fi]-[SHC1i]	0	77
[RAC_fi]-[GRB2i]	0	77
[RAC_fi]-[DUSP6i]	0	97
[RAC_fi]-[SOS1i]	0	92
[RAC_fi]-[PTPN11i]	0	97
[RAC_fi]-[GAB_fi]	0	92
[RAC_fi]-[KRASi]	0	92
[RAC_fi]-[RHEBi]	0	97
[RAC_fi]-[IKBKBi]	0	61
[RAC_fi]-[mTORC1_ci]	0	97
[RAC_fi]-[AKT1S1i]	0	97
[RAC_fi]-[PIK3CAi]	0	77
[RAC_fi]-[IRS1i]	0	97
[RAC_fi]-[TP53i]	0	97
[RAC_fi]-[EGR1i]	0	97
[RAC_fi]-[LRP_fi]	0	84
[RAC_fi]-[MDM2i]	0	93
[RAC_fi]-[MDM2_gi]	0	97
[RAC_fi]-[NFKB_fi]	0	97
[RAC_fi]-[BAXi]	0	97
[RAC_fi]-[BCL2i]	0	97
[RAC_fi]-[BADi]	0	97
[RAC_fi]-[CYCSi]	0	97
[RAC_fi]-[CFLARi]	0	97
[RAC_fi]-[ITCHi]	0	97
[RAC_fi]-[JNK_fi]	0	97
[RAC_fi]-[SFRP1i]	0	97
[RAC_fi]-[SFRP1_gi]	0	97
[RAC_fi]-[DKK_fi]	0	97
[RAC_fi]-[DKK_gi]	0	97
[RAC_fi]-[AXIN1i]	0	97
[RAC_fi]-[CK1_fi]	0	97
[RAC_fi]-[CHUKi]	0	77
[RAC_fi]-[BTRCi]	0	97
[RAC_fi]-[CTNNB1i]	0	62
[RAC_fi]-[LEFi]	0	90
[RAC_fi]-[Antisurvivali]	0	97
[RAC_fi]-[Prosurvivali]	0	97
[MAP3K4i]-[MAP3K11i]	0	97
[MAP3K4i]-[MAP3K7i]	0	135
[MAP3K4i]-[GRAP2i]	0	150
[MAP3K4i]-[TAB_fi]	0	135
[MAP3K4i]-[MAPK14i]	0	143
[MAP3K4i]-[MAP2K7i]	0	150
[MAP3K4i]-[MAP2K4i]	0	97
[MAP3K4i]-[DUSP1i]	0	127
[MAP3K4i]-[MSK_fi]	0	53
[MAP3K4i]-[MAP2K3i]	0	150
[MAP3K4i]-[MAP3K5i]	0	150
[MAP3K4i]-[PDPK1i]	0	82
[MAP3K4i]-[ERK_fi]	0	53
[MAP3K4i]-[MMP_fi]	0	134
[MAP3K4i]-[RTPK_gi]	0	150
[MAP3K4i]-[MEK_fi]	0	53
[MAP3K4i]-[RAF_fi]	0	136
[MAP3K4i]-[MAP3K8i]	0	111
[MAP3K4i]-[RTPK_fi]	0	134
[MAP3K4i]-[PTENi]	0	150
[MAP3K4i]-[PTEN_gi]	0	150
[MAP3K4i]-[GSK3_fi]	0	150
[MAP3K4i]-[SHC1i]	0	111
[MAP3K4i]-[GRB2i]	0	111
[MAP3K4i]-[DUSP6i]	0	126
[MAP3K4i]-[SOS1i]	0	139
[MAP3K4i]-[PTPN11i]	0	149
[MAP3K4i]-[GAB_fi]	0	144
[MAP3K4i]-[KRASi]	0	131
[MAP3K4i]-[RHEBi]	0	150
[MAP3K4i]-[IKBKBi]	0	111
[MAP3K4i]-[mTORC1_ci]	0	123
[MAP3K4i]-[AKT1S1i]	0	150
[MAP3K4i]-[PIK3CAi]	0	117
[MAP3K4i]-[IRS1i]	0	150
[MAP3K4i]-[TP53i]	0	150
[MAP3K4i]-[EGR1i]	0	150
[MAP3K4i]-[LRP_fi]	0	126
[MAP3K4i]-[MDM2i]	0	143
[MAP3K4i]-[MDM2_gi]	0	150
[MAP3K4i]-[NFKB_fi]	0	150
[MAP3K4i]-[BAXi]	0	150
[MAP3K4i]-[BCL2i]	0	150
[MAP3K4i]-[BADi]	0	150
[MAP3K4i]-[CYCSi]	0	150
[MAP3K4i]-[CFLARi]	0	150
[MAP3K4i]-[ITCHi]	0	150
[MAP3K4i]-[JNK_fi]	0	150
[MAP3K4i]-[SFRP1i]	0	150
[MAP3K4i]-[SFRP1_gi]	0	150
[MAP3K4i]-[DKK_fi]	0	150
[MAP3K4i]-[DKK_gi]	0	150
[MAP3K4i]-[AXIN1i]	0	150
[MAP3K4i]-[CK1_fi]	0	150
[MAP3K4i]-[CHUKi]	0	114
[MAP3K4i]-[BTRCi]	0	150
[MAP3K4i]-[CTNNB1i]	0	89
[MAP3K4i]-[LEFi]	0	134
[MAP3K4i]-[Antisurvivali]	0	150
[MAP3K4i]-[Prosurvivali]	0	150
[MAP3K11i]-[MAP3K7i]	0	135
[MAP3K11i]-[GRAP2i]	0	150
[MAP3K11i]-[TAB_fi]	0	135
[MAP3K11i]-[MAPK14i]	0	143
[MAP3K11i]-[MAP2K7i]	0	150
[MAP3K11i]-[MAP2K4i]	0	97
[MAP3K11i]-[DUSP1i]	0	127
[MAP3K11i]-[MSK_fi]	0	53
[MAP3K11i]-[MAP2K3i]	0	150
[MAP3K11i]-[MAP3K5i]	0	150
[MAP3K11i]-[PDPK1i]	0	82
[MAP3K11i]-[ERK_fi]	0	53
[MAP3K11i]-[MMP_fi]	0	134
[MAP3K11i]-[RTPK_gi]	0	150
[MAP3K11i]-[MEK_fi]	0	53
[MAP3K11i]-[RAF_fi]	0	136
[MAP3K11i]-[MAP3K8i]	0	111
[MAP3K11i]-[RTPK_fi]	0	134
[MAP3K11i]-[PTENi]	0	150
[MAP3K11i]-[PTEN_gi]	0	150
[MAP3K11i]-[GSK3_fi]	0	150
[MAP3K11i]-[SHC1i]	0	111
[MAP3K11i]-[GRB2i]	0	111
[MAP3K11i]-[DUSP6i]	0	126
[MAP3K11i]-[SOS1i]	0	139
[MAP3K11i]-[PTPN11i]	0	149
[MAP3K11i]-[GAB_fi]	0	144
[MAP3K11i]-[KRASi]	0	131
[MAP3K11i]-[RHEBi]	0	150
[MAP3K11i]-[IKBKBi]	0	111
[MAP3K11i]-[mTORC1_ci]	0	123
[MAP3K11i]-[AKT1S1i]	0	150
[MAP3K11i]-[PIK3CAi]	0	117
[MAP3K11i]-[IRS1i]	0	150
[MAP3K11i]-[TP53i]	0	150
[MAP3K11i]-[EGR1i]	0	150
[MAP3K11i]-[LRP_fi]	0	126
[MAP3K11i]-[MDM2i]	0	143
[MAP3K11i]-[MDM2_gi]	0	150
[MAP3K11i]-[NFKB_fi]	0	150
[MAP3K11i]-[BAXi]	0	150
[MAP3K11i]-[BCL2i]	0	150
[MAP3K11i]-[BADi]	0	150
[MAP3K11i]-[CYCSi]	0	150
[MAP3K11i]-[CFLARi]	0	150
[MAP3K11i]-[ITCHi]	0	150
[MAP3K11i]-[JNK_fi]	0	150
[MAP3K11i]-[SFRP1i]	0	150
[MAP3K11i]-[SFRP1_gi]	0	150
[MAP3K11i]-[DKK_fi]	0	150
[MAP3K11i]-[DKK_gi]	0	150
[MAP3K11i]-[AXIN1i]	0	150
[MAP3K11i]-[CK1_fi]	0	150
[MAP3K11i]-[CHUKi]	0	114
[MAP3K11i]-[BTRCi]	0	150
[MAP3K11i]-[CTNNB1i]	0	89
[MAP3K11i]-[LEFi]	0	134
[MAP3K11i]-[Antisurvivali]	0	150
[MAP3K11i]-[Prosurvivali]	0	150
[MAP3K7i]-[GRAP2i]	0	135
[MAP3K7i]-[TAB_fi]	0	135
[MAP3K7i]-[MAPK14i]	0	128
[MAP3K7i]-[MAP2K7i]	0	135
[MAP3K7i]-[MAP2K4i]	0	82
[MAP3K7i]-[DUSP1i]	0	127
[MAP3K7i]-[MSK_fi]	0	53
[MAP3K7i]-[MAP2K3i]	0	135
[MAP3K7i]-[MAP3K5i]	0	135
[MAP3K7i]-[PDPK1i]	55	20
[MAP3K7i]-[ERK_fi]	0	53
[MAP3K7i]-[MMP_fi]	0	110
[MAP3K7i]-[RTPK_gi]	0	135
[MAP3K7i]-[MEK_fi]	0	53
[MAP3K7i]-[RAF_fi]	0	87
[MAP3K7i]-[MAP3K8i]	0	111
[MAP3K7i]-[RTPK_fi]	5	110
[MAP3K7i]-[PTENi]	0	135
[MAP3K7i]-[PTEN_gi]	0	135
[MAP3K7i]-[GSK3_fi]	0	135
[MAP3K7i]-[SHC1i]	16	59
[MAP3K7i]-[GRB2i]	16	59
[MAP3K7i]-[DUSP6i]	0	111
[MAP3K7i]-[SOS1i]	3	115
[MAP3K7i]-[PTPN11i]	0	125
[MAP3K7i]-[GAB_fi]	7	117
[MAP3K7i]-[KRASi]	3	80
[MAP3K7i]-[RHEBi]	0	135
[MAP3K7i]-[IKBKBi]	0	111
[MAP3K7i]-[mTORC1_ci]	0	108
[MAP3K7i]-[AKT1S1i]	0	135
[MAP3K7i]-[PIK3CAi]	34	72
[MAP3K7i]-[IRS1i]	0	135
[MAP3K7i]-[TP53i]	0	135
[MAP3K7i]-[EGR1i]	0	135
[MAP3K7i]-[LRP_fi]	0	113
[MAP3K7i]-[MDM2i]	0	129
[MAP3K7i]-[MDM2_gi]	0	135
[MAP3K7i]-[NFKB_fi]	0	135
[MAP3K7i]-[BAXi]	0	135
[MAP3K7i]-[BCL2i]	0	135
[MAP3K7i]-[BADi]	0	135
[MAP3K7i]-[CYCSi]	0	135
[MAP3K7i]-[CFLARi]	0	135
[MAP3K7i]-[ITCHi]	0	135
[MAP3K7i]-[JNK_fi]	0	135
[MAP3K7i]-[SFRP1i]	0	135
[MAP3K7i]-[SFRP1_gi]	0	135
[MAP3K7i]-[DKK_fi]	0	135
[MAP3K7i]-[DKK_gi]	0	135
[MAP3K7i]-[AXIN1i]	0	135
[MAP3K7i]-[CK1_fi]	0	135
[MAP3K7i]-[CHUKi]	0	103
[MAP3K7i]-[BTRCi]	0	135
[MAP3K7i]-[CTNNB1i]	0	73
[MAP3K7i]-[LEFi]	0	110
[MAP3K7i]-[Antisurvivali]	0	135
[MAP3K7i]-[Prosurvivali]	0	135
[GRAP2i]-[TAB_fi]	0	135
[GRAP2i]-[MAPK14i]	0	143
[GRAP2i]-[MAP2K7i]	0	150
[GRAP2i]-[MAP2K4i]	0	97
[GRAP2i]-[DUSP1i]	0	127
